UN Number,Shipping Name and Description,English Shipping Name,French Shipping Name,Primary Class,Secondary Class,Packing Group,Special Provisions,6 (a) Explosive Limit and Limited Quantity Index,6 (b) Excepted Quantities,ERAP Index,Passenger Carrying Vessel Index,Road or Railway Passenger Carrying Vehicle Index
UN0150,"PENTAERYTHRITE TETRANITRATE, DESENSITIZED with not less than 15% phlegmatizer, by mass;
PENTAERYTHRITE TETRANITRATE, WETTED with not less than 25% water, by mass;
PENTAERYTHRITOL TETRANITRATE, DESENSITIZED with not less than 15% phlegmatizer, by mass;
PENTAERYTHRITOL TETRANITRATE, WETTED with not less than 25% water, by mass;
PETN, DESENSITIZED with not less than 15% phlegmatizer, by mass;
or
PETN, WETTED with not less than 25% water, by mass::PENTHRITE DÉSENSIBILISÉ avec au moins 15 % (masse) de flegmatisant;
PENTHRITE HUMIDIFIÉ avec au moins 25 % (masse) d’eau;
PETN DÉSENSIBILISÉ avec au moins 15 % (masse) de flegmatisant;
PETN HUMIDIFIÉ avec au moins 25 % (masse) d’eau;
TÉTRANITRATE DE PENTAÉRYTHRITE DÉSENSIBILISÉ avec au moins 15 % (masse) de flegmatisant;
TÉTRANITRATE DE PENTAÉRYTHRITE HUMIDIFIÉ avec au moins 25 % (masse) d’eau;
TÉTRANITRATE DE PENTAÉRYTHRITOL DÉSENSIBILISÉ avec au moins 15 % (masse) de flegmatisant;
ou
TÉTRANITRATE DE PENTAÉRYTHRITOL HUMIDIFIÉ avec au moins 25 % (masse) d’eau","PENTAERYTHRITE TETRANITRATE, DESENSITIZED with not less than 15% phlegmatizer, by mass;
PENTAERYTHRITE TETRANITRATE, WETTED with not less than 25% water, by mass;
PENTAERYTHRITOL TETRANITRATE, DESENSITIZED with not less than 15% phlegmatizer, by mass;
PENTAERYTHRITOL TETRANITRATE, WETTED with not less than 25% water, by mass;
PETN, DESENSITIZED with not less than 15% phlegmatizer, by mass;
or
PETN, WETTED with not less than 25% water, by mass","PENTHRITE DÉSENSIBILISÉ avec au moins 15 % (masse) de flegmatisant;
PENTHRITE HUMIDIFIÉ avec au moins 25 % (masse) d’eau;
PETN DÉSENSIBILISÉ avec au moins 15 % (masse) de flegmatisant;
PETN HUMIDIFIÉ avec au moins 25 % (masse) d’eau;
TÉTRANITRATE DE PENTAÉRYTHRITE DÉSENSIBILISÉ avec au moins 15 % (masse) de flegmatisant;
TÉTRANITRATE DE PENTAÉRYTHRITE HUMIDIFIÉ avec au moins 25 % (masse) d’eau;
TÉTRANITRATE DE PENTAÉRYTHRITOL DÉSENSIBILISÉ avec au moins 15 % (masse) de flegmatisant;
ou
TÉTRANITRATE DE PENTAÉRYTHRITOL HUMIDIFIÉ avec au moins 25 % (masse) d’eau",1.1,,II,79,0,E0,75,10,Forbidden
UN0151,"PENTOLITE, dry or wetted with less than 15% water, by mass::PENTOLITE sèche ou humidifiée avec moins de 15 % (masse) d’eau","PENTOLITE, dry or wetted with less than 15% water, by mass",PENTOLITE sèche ou humidifiée avec moins de 15 % (masse) d’eau,1.1,,II,,0,E0,75,10,Forbidden
UN0153,"PICRAMIDE;
or
TRINITROANILINE::PICRAMIDE;
ou
TRINITRANILINE","PICRAMIDE;
or
TRINITROANILINE","PICRAMIDE;
ou
TRINITRANILINE",1.1,,II,,0,E0,75,10,Forbidden
UN0154,"PICRIC ACID, dry or wetted with less than 30% water, by mass;
or
TRINITROPHENOL, dry or wetted with less than 30% water, by mass::ACIDE PICRIQUE sec ou humidifié avec moins de 30 % (masse) d’eau;
ou
TRINITROPHÉNOL sec ou humidifié avec moins de 30 % (masse) d’eau","PICRIC ACID, dry or wetted with less than 30% water, by mass;
or
TRINITROPHENOL, dry or wetted with less than 30% water, by mass","ACIDE PICRIQUE sec ou humidifié avec moins de 30 % (masse) d’eau;
ou
TRINITROPHÉNOL sec ou humidifié avec moins de 30 % (masse) d’eau",1.1,,II,10,0,E0,75,10,Forbidden
UN0155,"PICRYL CHLORIDE;
or
TRINITROCHLOROBENZENE::CHLORURE DE PICRYLE;
ou
TRINITROCHLOROBENZÈNE","PICRYL CHLORIDE;
or
TRINITROCHLOROBENZENE","CHLORURE DE PICRYLE;
ou
TRINITROCHLOROBENZÈNE",1.1,,II,10,0,E0,75,10,Forbidden
UN0159,"POWDER CAKE, WETTED with not less than 25% water, by mass;
or
POWDER PASTE, WETTED with not less than 25% water, by mass::GALETTE HUMIDIFIÉE avec au moins 25 % (masse) d’eau","POWDER CAKE, WETTED with not less than 25% water, by mass;
or
POWDER PASTE, WETTED with not less than 25% water, by mass",GALETTE HUMIDIFIÉE avec au moins 25 % (masse) d’eau,1.3,,II,79,0,E0,,10,Forbidden
UN0160,"POWDER, SMOKELESS::POUDRE SANS FUMÉE","POWDER, SMOKELESS",POUDRE SANS FUMÉE,1.1,,II,,0,E0,75,10,Forbidden
UN0161,"POWDER, SMOKELESS::POUDRE SANS FUMÉE","POWDER, SMOKELESS",POUDRE SANS FUMÉE,1.3,,II,76,25,E0,1 000,10,Forbidden
UN0167,PROJECTILES with bursting charge::PROJECTILES avec charge d’éclatement,PROJECTILES with bursting charge,PROJECTILES avec charge d’éclatement,1.1,,II,,0,E0,75,Forbidden,Forbidden
UN0168,PROJECTILES with bursting charge::PROJECTILES avec charge d’éclatement,PROJECTILES with bursting charge,PROJECTILES avec charge d’éclatement,1.1,,II,,0,E0,75,10,Forbidden
UN0169,PROJECTILES with bursting charge::PROJECTILES avec charge d’éclatement,PROJECTILES with bursting charge,PROJECTILES avec charge d’éclatement,1.2,,II,,0,E0,75,10,Forbidden
UN0171,"AMMUNITION, ILLUMINATING with or without burster, expelling charge or propelling charge::MUNITIONS ÉCLAIRANTES avec ou sans charge de dispersion, charge d’expulsion ou charge propulsive","AMMUNITION, ILLUMINATING with or without burster, expelling charge or propelling charge","MUNITIONS ÉCLAIRANTES avec ou sans charge de dispersion, charge d’expulsion ou charge propulsive",1.2,,II,,0,E0,75,10,Forbidden
UN0173,"RELEASE DEVICES, EXPLOSIVE::ATTACHES PYROTECHNIQUES EXPLOSIVES","RELEASE DEVICES, EXPLOSIVE",ATTACHES PYROTECHNIQUES EXPLOSIVES,1.4,,II,,25,E0,,,
UN0174,"RIVETS, EXPLOSIVE::RIVETS EXPLOSIFS","RIVETS, EXPLOSIVE",RIVETS EXPLOSIFS,1.4,,II,,25,E0,,,
UN0180,ROCKETS with bursting charge::ENGINS AUTOPROPULSÉS avec charge d’éclatement,ROCKETS with bursting charge,ENGINS AUTOPROPULSÉS avec charge d’éclatement,1.1,,II,,0,E0,75,Forbidden,Forbidden
UN0181,ROCKETS with bursting charge::ENGINS AUTOPROPULSÉS avec charge d’éclatement,ROCKETS with bursting charge,ENGINS AUTOPROPULSÉS avec charge d’éclatement,1.1,,II,,0,E0,75,10,Forbidden
UN0182,ROCKETS with bursting charge::ENGINS AUTOPROPULSÉS avec charge d’éclatement,ROCKETS with bursting charge,ENGINS AUTOPROPULSÉS avec charge d’éclatement,1.2,,II,,0,E0,75,10,Forbidden
UN0183,ROCKETS with inert head::ENGINS AUTOPROPULSÉS à tête inerte,ROCKETS with inert head,ENGINS AUTOPROPULSÉS à tête inerte,1.3,,II,,0,E0,,10,Forbidden
UN0186,ROCKET MOTORS::PROPULSEURS,ROCKET MOTORS,PROPULSEURS,1.3,,II,,10,E0,,10,Forbidden
UN0190,"SAMPLES, EXPLOSIVE, other than initiating explosive::ÉCHANTILLONS D’EXPLOSIFS, autres que des explosifs d’amorçage","SAMPLES, EXPLOSIVE, other than initiating explosive","ÉCHANTILLONS D’EXPLOSIFS, autres que des explosifs d’amorçage",,,II,16,0,E0,75,Forbidden,Forbidden
UN0191,"SIGNAL DEVICES, HAND::ARTIFICES DE SIGNALISATION À MAIN","SIGNAL DEVICES, HAND",ARTIFICES DE SIGNALISATION À MAIN,1.4,,II,,25,E0,,10,20
UN0192,"SIGNALS, RAILWAY TRACK, EXPLOSIVE::PÉTARDS DE CHEMIN DE FER","SIGNALS, RAILWAY TRACK, EXPLOSIVE",PÉTARDS DE CHEMIN DE FER,1.1,,II,,5,E0,75,10,Forbidden
UN0193,"SIGNALS, RAILWAY TRACK, EXPLOSIVE::PÉTARDS DE CHEMIN DE FER","SIGNALS, RAILWAY TRACK, EXPLOSIVE",PÉTARDS DE CHEMIN DE FER,1.4,,II,,25,E0,,,
UN0194,"SIGNALS, DISTRESS, vessel::SIGNAUX DE DÉTRESSE de bâtiments","SIGNALS, DISTRESS, vessel",SIGNAUX DE DÉTRESSE de bâtiments,1.1,,II,,10,E0,75,10,Forbidden
UN0195,"SIGNALS, DISTRESS, vessel::SIGNAUX DE DÉTRESSE de bâtiments","SIGNALS, DISTRESS, vessel",SIGNAUX DE DÉTRESSE de bâtiments,1.3,,II,,10,E0,,10,20
UN0196,"SIGNALS, SMOKE::SIGNAUX FUMIGÈNES","SIGNALS, SMOKE",SIGNAUX FUMIGÈNES,1.1,,II,,0,E0,75,10,Forbidden
UN0197,"SIGNALS, SMOKE::SIGNAUX FUMIGÈNES","SIGNALS, SMOKE",SIGNAUX FUMIGÈNES,1.4,,II,76,25,E0,,10,20
UN0204,"SOUNDING DEVICES, EXPLOSIVE::CAPSULES DE SONDAGE EXPLOSIVES","SOUNDING DEVICES, EXPLOSIVE",CAPSULES DE SONDAGE EXPLOSIVES,1.2,,II,,0,E0,75,Forbidden,Forbidden
UN0207,TETRANITROANILINE::TÉTRANITRANILINE,TETRANITROANILINE,TÉTRANITRANILINE,1.1,,II,,0,E0,75,10,Forbidden
UN0208,"TETRYL;
or
TRINITROPHENYLMETHYLNITRAMINE::TÉTRYL;
ou
TRINITROPHÉNYLMÉTHYLNITRAMINE","TETRYL;
or
TRINITROPHENYLMETHYLNITRAMINE","TÉTRYL;
ou
TRINITROPHÉNYLMÉTHYLNITRAMINE",1.1,,II,,0,E0,75,10,Forbidden
UN0209,"TNT, dry or wetted with less than 30% water, by mass;
or
TRINITROTOLUENE, dry or wetted with less than 30% water, by mass::TNT sec ou humidifié avec moins de 30 % (masse) d’eau;
TOLITE sec ou humidifié avec moins de 30 % (masse) d’eau;
ou
TRINITROTOLUÈNE sec ou humidifié avec moins de 30 % (masse) d’eau","TNT, dry or wetted with less than 30% water, by mass;
or
TRINITROTOLUENE, dry or wetted with less than 30% water, by mass","TNT sec ou humidifié avec moins de 30 % (masse) d’eau;
TOLITE sec ou humidifié avec moins de 30 % (masse) d’eau;
ou
TRINITROTOLUÈNE sec ou humidifié avec moins de 30 % (masse) d’eau",1.1,,II,,25,E0,75,10,Forbidden
UN0212,TRACERS FOR AMMUNITION::TRACEURS POUR MUNITIONS,TRACERS FOR AMMUNITION,TRACEURS POUR MUNITIONS,1.3,,II,,0,E0,,10,Forbidden
UN0213,TRINITROANISOLE::TRINITRANISOLE,TRINITROANISOLE,TRINITRANISOLE,1.1,,II,,0,E0,75,10,Forbidden
UN0214,"TRINITROBENZENE, dry or wetted with less than 30% water, by mass::TRINITROBENZÈNE sec ou humidifié avec moins de 30 % (masse) d’eau","TRINITROBENZENE, dry or wetted with less than 30% water, by mass",TRINITROBENZÈNE sec ou humidifié avec moins de 30 % (masse) d’eau,1.1,,II,10,0,E0,75,10,Forbidden
UN0215,"TRINITROBENZOIC ACID, dry or wetted with less than 30% water, by mass::ACIDE TRINITROBENZOÏQUE sec ou humidifié avec moins de 30 % (masse) d’eau","TRINITROBENZOIC ACID, dry or wetted with less than 30% water, by mass",ACIDE TRINITROBENZOÏQUE sec ou humidifié avec moins de 30 % (masse) d’eau,1.1,,II,10,0,E0,75,10,Forbidden
UN0216,mTRINITRO--CRESOL::mTRINITRO--CRÉSOL,mTRINITRO--CRESOL,mTRINITRO--CRÉSOL,1.1,,II,,0,E0,75,10,Forbidden
UN0217,TRINITRONAPHTHALENE::TRINITRONAPHTALÈNE,TRINITRONAPHTHALENE,TRINITRONAPHTALÈNE,1.1,,II,,0,E0,75,10,Forbidden
UN0218,TRINITROPHENETOLE::TRINITROPHÉNÉTOLE,TRINITROPHENETOLE,TRINITROPHÉNÉTOLE,1.1,,II,,0,E0,75,10,Forbidden
UN0219,"STYPHNIC ACID, dry or wetted with less than 20% water, or mixture of alcohol and water, by mass;
or
TRINITRORESORCINOL, dry or wetted with less than 20% water, or mixture of alcohol and water, by mass::ACIDE STYPHNIQUE sec ou humidifié avec moins de 20 % (masse) d’eau ou d’un mélange d’alcool et d’eau;
TRINITRORÉSORCINE sèche ou humidifiée avec moins de 20 % (masse) d’eau ou d’un mélange d’alcool et d’eau;
ou
TRINITRORÉSORCINOL sec ou humidifié avec moins de 20 % (masse) d’eau ou d’un mélange d’alcool et d’eau","STYPHNIC ACID, dry or wetted with less than 20% water, or mixture of alcohol and water, by mass;
or
TRINITRORESORCINOL, dry or wetted with less than 20% water, or mixture of alcohol and water, by mass","ACIDE STYPHNIQUE sec ou humidifié avec moins de 20 % (masse) d’eau ou d’un mélange d’alcool et d’eau;
TRINITRORÉSORCINE sèche ou humidifiée avec moins de 20 % (masse) d’eau ou d’un mélange d’alcool et d’eau;
ou
TRINITRORÉSORCINOL sec ou humidifié avec moins de 20 % (masse) d’eau ou d’un mélange d’alcool et d’eau",1.1,,II,,0,E0,75,10,Forbidden
UN0220,"UREA NITRATE, dry or wetted with less than 20% water, by mass::NITRATE D’URÉE sec ou humidifié avec moins de 20 % (masse) d’eau","UREA NITRATE, dry or wetted with less than 20% water, by mass",NITRATE D’URÉE sec ou humidifié avec moins de 20 % (masse) d’eau,1.1,,II,,0,E0,75,10,Forbidden
UN0221,"WARHEADS, TORPEDO with bursting charge::TÊTES MILITAIRES POUR TORPILLES avec charge d’éclatement","WARHEADS, TORPEDO with bursting charge",TÊTES MILITAIRES POUR TORPILLES avec charge d’éclatement,1.1,,II,,0,E0,75,10,Forbidden
UN0222,AMMONIUM NITRATE::NITRATE D’AMMONIUM,AMMONIUM NITRATE,NITRATE D’AMMONIUM,1.1,,II,140,0,E0,75,10,Forbidden
UN0224,"BARIUM AZIDE, dry or wetted with less than 50% water, by mass::AZOTURE DE BARYUM sec ou humidifié avec moins de 50 % (masse) d’eau","BARIUM AZIDE, dry or wetted with less than 50% water, by mass",AZOTURE DE BARYUM sec ou humidifié avec moins de 50 % (masse) d’eau,1.1,6.1,II,,0,E0,75,Forbidden,Forbidden
UN0225,BOOSTERS WITH DETONATOR::RENFORÇATEURS AVEC DÉTONATEUR,BOOSTERS WITH DETONATOR,RENFORÇATEURS AVEC DÉTONATEUR,1.1,,II,,0,E0,75,10,Forbidden
UN0226,"CYCLOTETRAMETHYLENETETRANITRAMINE, WETTED with not less than 15% water, by mass;
HMX, WETTED with not less than 15% water, by mass;
or
OCTOGEN, WETTED with not less than 15% water, by mass::CYCLOTÉTRAMÉTHYLÈNETÉTRANITRAMINE HUMIDIFIÉE avec au moins 15 % (masse) d’eau;
HMX HUMIDIFIÉ avec au moins 15 % (masse) d’eau;
ou
OCTOGÈNE HUMIDIFIÉ avec au moins 15 % (masse) d’eau","CYCLOTETRAMETHYLENETETRANITRAMINE, WETTED with not less than 15% water, by mass;
HMX, WETTED with not less than 15% water, by mass;
or
OCTOGEN, WETTED with not less than 15% water, by mass","CYCLOTÉTRAMÉTHYLÈNETÉTRANITRAMINE HUMIDIFIÉE avec au moins 15 % (masse) d’eau;
HMX HUMIDIFIÉ avec au moins 15 % (masse) d’eau;
ou
OCTOGÈNE HUMIDIFIÉ avec au moins 15 % (masse) d’eau",1.1,,II,79,0,E0,75,10,Forbidden
UN0234,"oSODIUM DINITRO--CRESOLATE, dry or wetted with less than 15% water, by mass::oDINITRO--CRÉSATE DE SODIUM sec ou humidifié avec moins de 15 % (masse) d’eau","oSODIUM DINITRO--CRESOLATE, dry or wetted with less than 15% water, by mass",oDINITRO--CRÉSATE DE SODIUM sec ou humidifié avec moins de 15 % (masse) d’eau,1.3,,II,10,0,E0,,10,Forbidden
UN0235,"SODIUM PICRAMATE, dry or wetted with less than 20% water, by mass::PICRAMATE DE SODIUM sec ou humidifié avec moins de 20 % (masse) d’eau","SODIUM PICRAMATE, dry or wetted with less than 20% water, by mass",PICRAMATE DE SODIUM sec ou humidifié avec moins de 20 % (masse) d’eau,1.3,,II,,0,E0,,10,Forbidden
UN0236,"ZIRCONIUM PICRAMATE, dry or wetted with less than 20% water, by mass::PICRAMATE DE ZIRCONIUM sec ou humidifié avec moins de 20 % (masse) d’eau","ZIRCONIUM PICRAMATE, dry or wetted with less than 20% water, by mass",PICRAMATE DE ZIRCONIUM sec ou humidifié avec moins de 20 % (masse) d’eau,1.3,,II,,0,E0,,10,Forbidden
UN0237,"CHARGES, SHAPED, FLEXIBLE, LINEAR::CORDEAU DÉTONANT À SECTION PROFILÉE","CHARGES, SHAPED, FLEXIBLE, LINEAR",CORDEAU DÉTONANT À SECTION PROFILÉE,1.4,,II,,25,E0,,10,3
UN0238,"ROCKETS, LINE-THROWING::ROQUETTES LANCE-AMARRES","ROCKETS, LINE-THROWING",ROQUETTES LANCE-AMARRES,1.2,,II,,5,E0,75,10,Forbidden
UN0240,"ROCKETS, LINE-THROWING::ROQUETTES LANCE-AMARRES","ROCKETS, LINE-THROWING",ROQUETTES LANCE-AMARRES,1.3,,II,,10,E0,,10,20
UN0241,"EXPLOSIVE, BLASTING, TYPE E::EXPLOSIF DE MINE (DE SAUTAGE) DU TYPE E","EXPLOSIVE, BLASTING, TYPE E",EXPLOSIF DE MINE (DE SAUTAGE) DU TYPE E,1.1,,II,,25,E0,75,10,Forbidden
UN0242,"CHARGES, PROPELLING, FOR CANNON::CHARGES PROPULSIVES POUR CANON","CHARGES, PROPELLING, FOR CANNON",CHARGES PROPULSIVES POUR CANON,1.3,,II,,0,E0,,10,Forbidden
UN0243,"AMMUNITION, INCENDIARY, WHITE PHOSPHORUS with burster, expelling charge or propelling charge::MUNITIONS INCENDIAIRES AU PHOSPHORE BLANC avec charge de dispersion, charge d’expulsion ou charge propulsive","AMMUNITION, INCENDIARY, WHITE PHOSPHORUS with burster, expelling charge or propelling charge","MUNITIONS INCENDIAIRES AU PHOSPHORE BLANC avec charge de dispersion, charge d’expulsion ou charge propulsive",1.2,,II,,0,E0,75,Forbidden,Forbidden
UN0244,"AMMUNITION, INCENDIARY, WHITE PHOSPHORUS with burster, expelling charge or propelling charge::MUNITIONS INCENDIAIRES AU PHOSPHORE BLANC avec charge de dispersion, charge d’expulsion ou charge propulsive","AMMUNITION, INCENDIARY, WHITE PHOSPHORUS with burster, expelling charge or propelling charge","MUNITIONS INCENDIAIRES AU PHOSPHORE BLANC avec charge de dispersion, charge d’expulsion ou charge propulsive",1.3,,II,,0,E0,,Forbidden,Forbidden
UN0245,"AMMUNITION, SMOKE, WHITE PHOSPHORUS with burster, expelling charge or propelling charge::MUNITIONS FUMIGÈNES AU PHOSPHORE BLANC avec charge de dispersion, charge d’expulsion ou charge propulsive","AMMUNITION, SMOKE, WHITE PHOSPHORUS with burster, expelling charge or propelling charge","MUNITIONS FUMIGÈNES AU PHOSPHORE BLANC avec charge de dispersion, charge d’expulsion ou charge propulsive",1.2,,II,,0,E0,75,Forbidden,Forbidden
UN0246,"AMMUNITION, SMOKE, WHITE PHOSPHORUS with burster, expelling charge or propelling charge::MUNITIONS FUMIGÈNES AU PHOSPHORE BLANC avec charge de dispersion, charge d’expulsion ou charge propulsive","AMMUNITION, SMOKE, WHITE PHOSPHORUS with burster, expelling charge or propelling charge","MUNITIONS FUMIGÈNES AU PHOSPHORE BLANC avec charge de dispersion, charge d’expulsion ou charge propulsive",1.3,,II,,0,E0,,Forbidden,Forbidden
UN0247,"AMMUNITION, INCENDIARY, liquid or gel, with burster, expelling charge or propelling charge::MUNITIONS INCENDIAIRES à liquide ou à gel avec charge de dispersion, charge d’expulsion ou charge propulsive","AMMUNITION, INCENDIARY, liquid or gel, with burster, expelling charge or propelling charge","MUNITIONS INCENDIAIRES à liquide ou à gel avec charge de dispersion, charge d’expulsion ou charge propulsive",1.3,,II,,0,E0,,Forbidden,Forbidden
UN0248,"CONTRIVANCES, WATER-ACTIVATED with burster, expelling charge or propelling charge::ENGINS HYDROACTIFS avec charge de dispersion, charge d’expulsion ou charge propulsive","CONTRIVANCES, WATER-ACTIVATED with burster, expelling charge or propelling charge","ENGINS HYDROACTIFS avec charge de dispersion, charge d’expulsion ou charge propulsive",1.2,,II,16,0,E0,75,Forbidden,Forbidden
UN0249,"CONTRIVANCES, WATER-ACTIVATED with burster, expelling charge or propelling charge::ENGINS HYDROACTIFS avec charge de dispersion, charge d’expulsion ou charge propulsive","CONTRIVANCES, WATER-ACTIVATED with burster, expelling charge or propelling charge","ENGINS HYDROACTIFS avec charge de dispersion, charge d’expulsion ou charge propulsive",1.3,,II,16,0,E0,,Forbidden,Forbidden
UN0250,ROCKET MOTORS WITH HYPERGOLIC LIQUIDS with or without expelling charge::PROPULSEURS CONTENANT DES LIQUIDES HYPERGOLIQUES avec ou sans charge d’expulsion,ROCKET MOTORS WITH HYPERGOLIC LIQUIDS with or without expelling charge,PROPULSEURS CONTENANT DES LIQUIDES HYPERGOLIQUES avec ou sans charge d’expulsion,1.3,,II,,0,E0,,Forbidden,Forbidden
UN0254,"AMMUNITION, ILLUMINATING with or without burster, expelling charge or propelling charge::MUNITIONS ÉCLAIRANTES avec ou sans charge de dispersion, charge d’expulsion ou charge propulsive","AMMUNITION, ILLUMINATING with or without burster, expelling charge or propelling charge","MUNITIONS ÉCLAIRANTES avec ou sans charge de dispersion, charge d’expulsion ou charge propulsive",1.3,,II,,0,E0,,10,Forbidden
UN0255,"DETONATORS, ELECTRIC for blasting::DÉTONATEURS de mine (de sautage) ÉLECTRIQUES","DETONATORS, ELECTRIC for blasting",DÉTONATEURS de mine (de sautage) ÉLECTRIQUES,1.4,,II,76; 86,0,E0,,100,100
UN0257,"FUZES, DETONATING::FUSÉES-DÉTONATEURS","FUZES, DETONATING",FUSÉES-DÉTONATEURS,1.4,,II,,0,E0,,10,3
UN0266,"OCTOL, dry or wetted with less than 15% water, by mass;
or
OCTOLITE, dry or wetted with less than 15% water, by mass::OCTOL sec ou humidifié avec moins de 15 % (masse) d’eau;
ou
OCTOLITE sèche ou humidifiée avec moins de 15 % (masse) d’eau","OCTOL, dry or wetted with less than 15% water, by mass;
or
OCTOLITE, dry or wetted with less than 15% water, by mass","OCTOL sec ou humidifié avec moins de 15 % (masse) d’eau;
ou
OCTOLITE sèche ou humidifiée avec moins de 15 % (masse) d’eau",1.1,,II,,0,E0,75,10,Forbidden
UN0267,"DETONATORS, NON-ELECTRIC for blasting::DÉTONATEURS de mine (de sautage) NON ÉLECTRIQUES","DETONATORS, NON-ELECTRIC for blasting",DÉTONATEURS de mine (de sautage) NON ÉLECTRIQUES,1.4,,II,86,0,E0,,100,100
UN0268,BOOSTERS WITH DETONATOR::RENFORÇATEURS AVEC DÉTONATEUR,BOOSTERS WITH DETONATOR,RENFORÇATEURS AVEC DÉTONATEUR,1.2,,II,,0,E0,75,10,Forbidden
UN0271,"CHARGES, PROPELLING::CHARGES PROPULSIVES","CHARGES, PROPELLING",CHARGES PROPULSIVES,1.1,,II,,0,E0,75,10,Forbidden
UN0272,"CHARGES, PROPELLING::CHARGES PROPULSIVES","CHARGES, PROPELLING",CHARGES PROPULSIVES,1.3,,II,,0,E0,,10,Forbidden
UN0275,"CARTRIDGES, POWER DEVICE::CARTOUCHES POUR PYROMÉCANISMES","CARTRIDGES, POWER DEVICE",CARTOUCHES POUR PYROMÉCANISMES,1.3,,II,,25,E0,,10,Forbidden
UN0276,"CARTRIDGES, POWER DEVICE::CARTOUCHES POUR PYROMÉCANISMES","CARTRIDGES, POWER DEVICE",CARTOUCHES POUR PYROMÉCANISMES,1.4,,II,,25,E0,,10,3
UN0277,"CARTRIDGES, OIL WELL::CARTOUCHES POUR PUITS DE PÉTROLE","CARTRIDGES, OIL WELL",CARTOUCHES POUR PUITS DE PÉTROLE,1.3,,II,,25,E0,,10,Forbidden
UN0278,"CARTRIDGES, OIL WELL::CARTOUCHES POUR PUITS DE PÉTROLE","CARTRIDGES, OIL WELL",CARTOUCHES POUR PUITS DE PÉTROLE,1.4,,II,,25,E0,,10,3
UN0279,"CHARGES, PROPELLING, FOR CANNON::CHARGES PROPULSIVES POUR CANON","CHARGES, PROPELLING, FOR CANNON",CHARGES PROPULSIVES POUR CANON,1.1,,II,,0,E0,75,10,Forbidden
UN0280,ROCKET MOTORS::PROPULSEURS,ROCKET MOTORS,PROPULSEURS,1.1,,II,,0,E0,75,10,Forbidden
UN0281,ROCKET MOTORS::PROPULSEURS,ROCKET MOTORS,PROPULSEURS,1.2,,II,,0,E0,75,10,Forbidden
UN0282,"NITROGUANIDINE, dry or wetted with less than 20% water, by mass;
or
PICRITE, dry or wetted with less than 20% water, by mass::NITROGUANIDINE sèche ou humidifiée avec moins de 20 % (masse) d’eau;
GUANITE sèche ou humidifiée avec moins de 20 % (masse) d’eau;
ou
PICRITE sèche ou humidifiée avec moins de 20 % (masse) d’eau","NITROGUANIDINE, dry or wetted with less than 20% water, by mass;
or
PICRITE, dry or wetted with less than 20% water, by mass","NITROGUANIDINE sèche ou humidifiée avec moins de 20 % (masse) d’eau;
GUANITE sèche ou humidifiée avec moins de 20 % (masse) d’eau;
ou
PICRITE sèche ou humidifiée avec moins de 20 % (masse) d’eau",1.1,,II,,0,E0,75,10,Forbidden
UN0283,BOOSTERS without detonator::RENFORÇATEURS sans détonateur,BOOSTERS without detonator,RENFORÇATEURS sans détonateur,1.2,,II,,0,E0,75,10,Forbidden
UN0284,"GRENADES, hand or rifle, with bursting charge::GRENADES à main ou à fusil avec charge d’éclatement","GRENADES, hand or rifle, with bursting charge",GRENADES à main ou à fusil avec charge d’éclatement,1.1,,II,,0,E0,75,10,Forbidden
UN0285,"GRENADES, hand or rifle, with bursting charge::GRENADES à main ou à fusil avec charge d’éclatement","GRENADES, hand or rifle, with bursting charge",GRENADES à main ou à fusil avec charge d’éclatement,1.2,,II,,0,E0,75,10,Forbidden
UN0286,"WARHEADS, ROCKET with bursting charge::TÊTES MILITAIRES POUR ENGINS AUTOPROPULSÉS avec charge d’éclatement","WARHEADS, ROCKET with bursting charge",TÊTES MILITAIRES POUR ENGINS AUTOPROPULSÉS avec charge d’éclatement,1.1,,II,,0,E0,75,10,Forbidden
